Year|Consumption|State|Source
1999|1011875|Illinois|Natural Gas
1998|975542|Illinois|Natural Gas
1997|1095556|Illinois|Natural Gas
1996|1136534|Illinois|Natural Gas
1995|1093289|Illinois|Natural Gas
1994|1038608|Illinois|Natural Gas
1993|1043124|Illinois|Natural Gas
1992|1003295|Illinois|Natural Gas
1991|999478|Illinois|Natural Gas
1990|951868|Illinois|Natural Gas
1989|1007747|Illinois|Natural Gas
1988|972786|Illinois|Natural Gas
1987|873837|Illinois|Natural Gas
1986|920227|Illinois|Natural Gas
1985|979924|Illinois|Natural Gas
1984|1056089|Illinois|Natural Gas
1983|956269|Illinois|Natural Gas
1982|996628|Illinois|Natural Gas
1981|1053097|Illinois|Natural Gas
1980|1076174|Illinois|Natural Gas
1979|1170615|Illinois|Natural Gas
1978|1196435|Illinois|Natural Gas
1977|1199778|Illinois|Natural Gas
1976|1204616|Illinois|Natural Gas
1975|1123588|Illinois|Natural Gas
1974|1175830|Illinois|Natural Gas
1973|1176722|Illinois|Natural Gas
1972|1237471|Illinois|Natural Gas
1971|1260009|Illinois|Natural Gas
1970|1203225|Illinois|Natural Gas
1969|1121210|Illinois|Natural Gas
1968|1027219|Illinois|Natural Gas
1967|979649|Illinois|Natural Gas
1966|868621|Illinois|Natural Gas
1965|778662|Illinois|Natural Gas
1964|737326|Illinois|Natural Gas
1963|655743|Illinois|Natural Gas
1962|624035|Illinois|Natural Gas
1961|576551|Illinois|Natural Gas
1960|536127|Illinois|Natural Gas
2017|747918|Indiana|Natural Gas
2016|779945|Indiana|Natural Gas
2015|735055|Indiana|Natural Gas
2014|723942|Indiana|Natural Gas
2013|680051|Indiana|Natural Gas
2012|654528|Indiana|Natural Gas
2011|635117|Indiana|Natural Gas
2010|577423|Indiana|Natural Gas
2009|511289|Indiana|Natural Gas
2008|555489|Indiana|Natural Gas
2007|543800|Indiana|Natural Gas
2006|499753|Indiana|Natural Gas
2005|535512|Indiana|Natural Gas
2004|526391|Indiana|Natural Gas
2003|566838|Indiana|Natural Gas
2002|538368|Indiana|Natural Gas
2001|505274|Indiana|Natural Gas
2000|576102|Indiana|Natural Gas
1999|558192|Indiana|Natural Gas
1998|527435|Indiana|Natural Gas
1997|559146|Indiana|Natural Gas
1996|576285|Indiana|Natural Gas
1995|538395|Indiana|Natural Gas
1994|523523|Indiana|Natural Gas
1993|521235|Indiana|Natural Gas
1992|485267|Indiana|Natural Gas
1991|460594|Indiana|Natural Gas
1990|456002|Indiana|Natural Gas
1989|465877|Indiana|Natural Gas
1988|459359|Indiana|Natural Gas
1987|412377|Indiana|Natural Gas
1986|396365|Indiana|Natural Gas
1985|433689|Indiana|Natural Gas
1984|451395|Indiana|Natural Gas
1983|425164|Indiana|Natural Gas
1982|471776|Indiana|Natural Gas
1981|487854|Indiana|Natural Gas
1980|482288|Indiana|Natural Gas
1979|499345|Indiana|Natural Gas
1978|436149|Indiana|Natural Gas
1977|394286|Indiana|Natural Gas
1976|420969|Indiana|Natural Gas
1975|472567|Indiana|Natural Gas
1974|530276|Indiana|Natural Gas
1973|541215|Indiana|Natural Gas
1972|580410|Indiana|Natural Gas
1971|570398|Indiana|Natural Gas
1970|548640|Indiana|Natural Gas
1969|531512|Indiana|Natural Gas
1968|454467|Indiana|Natural Gas
1967|434632|Indiana|Natural Gas
1966|399896|Indiana|Natural Gas
1965|357502|Indiana|Natural Gas
1964|333685|Indiana|Natural Gas
1963|297815|Indiana|Natural Gas
1962|281781|Indiana|Natural Gas
1961|248273|Indiana|Natural Gas
1960|219758|Indiana|Natural Gas
2017|376297|Iowa|Natural Gas
2016|317115|Iowa|Natural Gas
2015|302936|Iowa|Natural Gas
2014|311352|Iowa|Natural Gas
2013|306419|Iowa|Natural Gas
2012|266283|Iowa|Natural Gas
2011|277576|Iowa|Natural Gas
2010|278751|Iowa|Natural Gas
2009|283990|Iowa|Natural Gas
2008|297357|Iowa|Natural Gas
2007|264166|Iowa|Natural Gas
2006|207162|Iowa|Natural Gas
2005|210742|Iowa|Natural Gas
2004|198017|Iowa|Natural Gas
2003|197629|Iowa|Natural Gas
2002|194041|Iowa|Natural Gas
2001|193445|Iowa|Natural Gas
2000|203042|Iowa|Natural Gas
1999|201472|Iowa|Natural Gas
1998|184856|Iowa|Natural Gas
1997|208360|Iowa|Natural Gas
1996|223127|Iowa|Natural Gas
1995|210496|Iowa|Natural Gas
1994|198503|Iowa|Natural Gas
1993|196652|Iowa|Natural Gas
1992|179626|Iowa|Natural Gas
1991|188083|Iowa|Natural Gas
1990|172149|Iowa|Natural Gas
1989|178635|Iowa|Natural Gas
1988|196345|Iowa|Natural Gas
1987|157888|Iowa|Natural Gas
1986|163616|Iowa|Natural Gas
1985|191609|Iowa|Natural Gas
1984|238314|Iowa|Natural Gas
1983|223581|Iowa|Natural Gas
1982|238917|Iowa|Natural Gas
1981|253927|Iowa|Natural Gas
1980|270333|Iowa|Natural Gas
1979|292191|Iowa|Natural Gas
1978|238754|Iowa|Natural Gas
1977|281367|Iowa|Natural Gas
1976|313917|Iowa|Natural Gas
1975|348564|Iowa|Natural Gas
1974|371639|Iowa|Natural Gas
1973|369016|Iowa|Natural Gas
1972|347617|Iowa|Natural Gas
1971|347740|Iowa|Natural Gas
1970|351800|Iowa|Natural Gas
1969|325026|Iowa|Natural Gas
1968|303746|Iowa|Natural Gas
1967|278580|Iowa|Natural Gas
1966|244028|Iowa|Natural Gas
1965|249988|Iowa|Natural Gas
1964|244609|Iowa|Natural Gas
1963|220538|Iowa|Natural Gas
1962|221026|Iowa|Natural Gas
1961|211826|Iowa|Natural Gas
1960|193688|Iowa|Natural Gas
2017|279095|Kansas|Natural Gas
2016|276404|Kansas|Natural Gas
2015|280421|Kansas|Natural Gas
2014|291483|Kansas|Natural Gas
2013|288274|Kansas|Natural Gas
2012|268086|Kansas|Natural Gas
2011|285318|Kansas|Natural Gas
2010|280413|Kansas|Natural Gas
2009|292425|Kansas|Natural Gas
2008|292523|Kansas|Natural Gas
2007|291695|Kansas|Natural Gas
2006|269274|Kansas|Natural Gas
2005|258695|Kansas|Natural Gas
2004|260117|Kansas|Natural Gas
2003|284722|Kansas|Natural Gas
2002|307432|Kansas|Natural Gas
2001|273862|Kansas|Natural Gas
2000|314868|Kansas|Natural Gas
1999|302023|Kansas|Natural Gas
1998|325041|Kansas|Natural Gas
1997|338569|Kansas|Natural Gas
1996|360921|Kansas|Natural Gas
1995|367750|Kansas|Natural Gas
1994|415552|Kansas|Natural Gas
1993|386513|Kansas|Natural Gas
1992|338755|Kansas|Natural Gas
1991|373151|Kansas|Natural Gas
1990|352645|Kansas|Natural Gas
1989|338559|Kansas|Natural Gas
1988|347982|Kansas|Natural Gas
1987|343155|Kansas|Natural Gas
1986|307990|Kansas|Natural Gas
1985|354756|Kansas|Natural Gas
1984|360762|Kansas|Natural Gas
1983|345858|Kansas|Natural Gas
1982|400519|Kansas|Natural Gas
1981|422564|Kansas|Natural Gas
1980|481990|Kansas|Natural Gas
1979|571266|Kansas|Natural Gas
1978|507973|Kansas|Natural Gas
1977|497279|Kansas|Natural Gas
1976|505408|Kansas|Natural Gas
1975|490748|Kansas|Natural Gas
1974|578795|Kansas|Natural Gas
1973|597207|Kansas|Natural Gas
1972|626853|Kansas|Natural Gas
1971|605775|Kansas|Natural Gas
1970|574542|Kansas|Natural Gas
1969|540660|Kansas|Natural Gas
1968|490591|Kansas|Natural Gas
1967|446454|Kansas|Natural Gas
1966|481093|Kansas|Natural Gas
1965|440802|Kansas|Natural Gas
1964|391306|Kansas|Natural Gas
1963|367759|Kansas|Natural Gas
1962|373666|Kansas|Natural Gas
1961|364020|Kansas|Natural Gas
1960|373664|Kansas|Natural Gas
2017|296673|Kentucky|Natural Gas
2016|279935|Kentucky|Natural Gas
2015|276867|Kentucky|Natural Gas
2014|262278|Kentucky|Natural Gas
2013|235703|Kentucky|Natural Gas
2012|232701|Kentucky|Natural Gas
2011|229048|Kentucky|Natural Gas
2010|239057|Kentucky|Natural Gas
2009|214261|Kentucky|Natural Gas
2008|233165|Kentucky|Natural Gas
2007|235876|Kentucky|Natural Gas
2006|217166|Kentucky|Natural Gas
2005|240853|Kentucky|Natural Gas
2004|233361|Kentucky|Natural Gas
2003|231384|Kentucky|Natural Gas
2002|236124|Kentucky|Natural Gas
2001|216705|Kentucky|Natural Gas
2000|234171|Kentucky|Natural Gas
1999|225390|Kentucky|Natural Gas
1998|212107|Kentucky|Natural Gas
1997|239307|Kentucky|Natural Gas
1996|248009|Kentucky|Natural Gas
1995|245572|Kentucky|Natural Gas
1994|221269|Kentucky|Natural Gas
1993|213053|Kentucky|Natural Gas
1992|200899|Kentucky|Natural Gas
1991|196251|Kentucky|Natural Gas
1990|191704|Kentucky|Natural Gas
1989|195826|Kentucky|Natural Gas
1988|190884|Kentucky|Natural Gas
1987|178271|Kentucky|Natural Gas
1986|173524|Kentucky|Natural Gas
1985|177681|Kentucky|Natural Gas
1984|193323|Kentucky|Natural Gas
1983|177528|Kentucky|Natural Gas
1982|191042|Kentucky|Natural Gas
1981|202235|Kentucky|Natural Gas
1980|204062|Kentucky|Natural Gas
1979|220854|Kentucky|Natural Gas
1978|215021|Kentucky|Natural Gas
1977|221936|Kentucky|Natural Gas
1976|248673|Kentucky|Natural Gas
1975|209199|Kentucky|Natural Gas
1974|231423|Kentucky|Natural Gas
1973|250136|Kentucky|Natural Gas
1972|259546|Kentucky|Natural Gas
1971|248514|Kentucky|Natural Gas
1970|252265|Kentucky|Natural Gas
1969|240050|Kentucky|Natural Gas
1968|201137|Kentucky|Natural Gas
1967|197083|Kentucky|Natural Gas
1966|152219|Kentucky|Natural Gas
1965|176734|Kentucky|Natural Gas
1964|179666|Kentucky|Natural Gas
1963|173508|Kentucky|Natural Gas
1962|163826|Kentucky|Natural Gas
1961|156328|Kentucky|Natural Gas
1960|153807|Kentucky|Natural Gas
2017|1720323|Louisiana|Natural Gas
2016|1718303|Louisiana|Natural Gas
2015|1594208|Louisiana|Natural Gas
2014|1547175|Louisiana|Natural Gas
2013|1504969|Louisiana|Natural Gas
2012|1585876|Louisiana|Natural Gas
2011|1535704|Louisiana|Natural Gas
2010|1482948|Louisiana|Natural Gas
2009|1315265|Louisiana|Natural Gas
2008|1369823|Louisiana|Natural Gas
2007|1430621|Louisiana|Natural Gas
2006|1346690|Louisiana|Natural Gas
2005|1367497|Louisiana|Natural Gas
2004|1393140|Louisiana|Natural Gas
2003|1353179|Louisiana|Natural Gas
2002|1475464|Louisiana|Natural Gas
2001|1347228|Louisiana|Natural Gas
2000|1625863|Louisiana|Natural Gas
1999|1558295|Louisiana|Natural Gas
1998|1679040|Louisiana|Natural Gas
1997|1857072|Louisiana|Natural Gas
1996|1687569|Louisiana|Natural Gas
1995|1737257|Louisiana|Natural Gas
1994|1649015|Louisiana|Natural Gas
1993|1637028|Louisiana|Natural Gas
1992|1619499|Louisiana|Natural Gas
1991|1596766|Louisiana|Natural Gas
1990|1654692|Louisiana|Natural Gas
1989|1622888|Louisiana|Natural Gas
1988|1506424|Louisiana|Natural Gas
1987|1560707|Louisiana|Natural Gas
1986|1496106|Louisiana|Natural Gas
1985|1441820|Louisiana|Natural Gas
1984|1661309|Louisiana|Natural Gas
1983|1472328|Louisiana|Natural Gas
1982|1629186|Louisiana|Natural Gas
1981|1847639|Louisiana|Natural Gas
1980|1862179|Louisiana|Natural Gas
1979|2051384|Louisiana|Natural Gas
1978|2349710|Louisiana|Natural Gas
1977|2274100|Louisiana|Natural Gas
1976|2121366|Louisiana|Natural Gas
1975|1854766|Louisiana|Natural Gas
1974|2068614|Louisiana|Natural Gas
1973|2072164|Louisiana|Natural Gas
1972|1996015|Louisiana|Natural Gas
1971|1938558|Louisiana|Natural Gas
1970|1894224|Louisiana|Natural Gas
1969|1784110|Louisiana|Natural Gas
1968|1539750|Louisiana|Natural Gas
1967|1440390|Louisiana|Natural Gas
1966|1245597|Louisiana|Natural Gas
1965|1156449|Louisiana|Natural Gas
1964|1201445|Louisiana|Natural Gas
1963|1128773|Louisiana|Natural Gas
1962|1050301|Louisiana|Natural Gas
1961|1064610|Louisiana|Natural Gas
1960|1003771|Louisiana|Natural Gas
2017|45125|Maine|Natural Gas
2016|54509|Maine|Natural Gas
2015|54203|Maine|Natural Gas
2014|62423|Maine|Natural Gas
2013|65886|Maine|Natural Gas
2012|70451|Maine|Natural Gas
2011|75061|Maine|Natural Gas
2010|80988|Maine|Natural Gas
2009|73569|Maine|Natural Gas
2008|74494|Maine|Natural Gas
2007|67227|Maine|Natural Gas
2006|67557|Maine|Natural Gas
2005|64818|Maine|Natural Gas
2004|89581|Maine|Natural Gas
2003|73517|Maine|Natural Gas
2002|126275|Maine|Natural Gas
2001|101190|Maine|Natural Gas
2000|48041|Maine|Natural Gas
1999|6646|Maine|Natural Gas
1998|5789|Maine|Natural Gas
1997|6470|Maine|Natural Gas
1996|5821|Maine|Natural Gas
1995|5538|Maine|Natural Gas
1994|5268|Maine|Natural Gas
1993|5191|Maine|Natural Gas
1992|5333|Maine|Natural Gas
1991|5001|Maine|Natural Gas
1990|4572|Maine|Natural Gas
1989|3930|Maine|Natural Gas
1988|3283|Maine|Natural Gas
1987|2747|Maine|Natural Gas
1986|2549|Maine|Natural Gas
1985|2620|Maine|Natural Gas
1984|2528|Maine|Natural Gas
1983|2475|Maine|Natural Gas
1982|2686|Maine|Natural Gas
1981|2288|Maine|Natural Gas
1980|2162|Maine|Natural Gas
1979|2162|Maine|Natural Gas
1978|2166|Maine|Natural Gas
1977|2047|Maine|Natural Gas
1976|2083|Maine|Natural Gas
1975|1976|Maine|Natural Gas
1974|1635|Maine|Natural Gas
1973|1657|Maine|Natural Gas
1972|1554|Maine|Natural Gas
1971|1475|Maine|Natural Gas
1970|1315|Maine|Natural Gas
1969|1139|Maine|Natural Gas
1968|819|Maine|Natural Gas
1967|775|Maine|Natural Gas
1966|522|Maine|Natural Gas
1965|0|Maine|Natural Gas
1964|0|Maine|Natural Gas
1963|0|Maine|Natural Gas
1962|0|Maine|Natural Gas
1961|0|Maine|Natural Gas
1960|0|Maine|Natural Gas
2017|232718|Maryland|Natural Gas
2016|229508|Maryland|Natural Gas
2015|225969|Maryland|Natural Gas
2014|217227|Maryland|Natural Gas
2013|206126|Maryland|Natural Gas
2012|216558|Maryland|Natural Gas
2011|199132|Maryland|Natural Gas
2010|217625|Maryland|Natural Gas
2009|203604|Maryland|Natural Gas
2008|202744|Maryland|Natural Gas
2007|208439|Maryland|Natural Gas
2006|189179|Maryland|Natural Gas
2005|211830|Maryland|Natural Gas
2004|201801|Maryland|Natural Gas
2003|204345|Maryland|Natural Gas
2002|203489|Maryland|Natural Gas
2001|184783|Maryland|Natural Gas
2000|219031|Maryland|Natural Gas
1999|202525|Maryland|Natural Gas
1998|195457|Maryland|Natural Gas
1997|219008|Maryland|Natural Gas
1996|200827|Maryland|Natural Gas
1995|198577|Maryland|Natural Gas
1994|190998|Maryland|Natural Gas
1993|186562|Maryland|Natural Gas
1992|189963|Maryland|Natural Gas
1991|182961|Maryland|Natural Gas
1990|180566|Maryland|Natural Gas
1989|198687|Maryland|Natural Gas
1988|177667|Maryland|Natural Gas
1987|174143|Maryland|Natural Gas
1986|157872|Maryland|Natural Gas
1985|155581|Maryland|Natural Gas
1984|162784|Maryland|Natural Gas
1983|148327|Maryland|Natural Gas
1982|159832|Maryland|Natural Gas
1981|177238|Maryland|Natural Gas
1980|162955|Maryland|Natural Gas
1979|179631|Maryland|Natural Gas
1978|139642|Maryland|Natural Gas
1977|135168|Maryland|Natural Gas
1976|149642|Maryland|Natural Gas
1975|141854|Maryland|Natural Gas
1974|175541|Maryland|Natural Gas
1973|177629|Maryland|Natural Gas
1972|180283|Maryland|Natural Gas
1971|164689|Maryland|Natural Gas
1970|159584|Maryland|Natural Gas
1969|147720|Maryland|Natural Gas
1968|129702|Maryland|Natural Gas
1967|121287|Maryland|Natural Gas
1966|102826|Maryland|Natural Gas
1965|100979|Maryland|Natural Gas
1964|94255|Maryland|Natural Gas
1963|89004|Maryland|Natural Gas
1962|84796|Maryland|Natural Gas
1961|76520|Maryland|Natural Gas
1960|73315|Maryland|Natural Gas
2017|462410|Massachusetts|Natural Gas
2016|440725|Massachusetts|Natural Gas
2015|457124|Massachusetts|Natural Gas
2014|432523|Massachusetts|Natural Gas
2013|435312|Massachusetts|Natural Gas
2012|430920|Massachusetts|Natural Gas
2011|464018|Massachusetts|Natural Gas
2010|447428|Massachusetts|Natural Gas
2009|408509|Massachusetts|Natural Gas
2008|415247|Massachusetts|Natural Gas
2007|418907|Massachusetts|Natural Gas
2006|378026|Massachusetts|Natural Gas
2005|386339|Massachusetts|Natural Gas
2004|383625|Massachusetts|Natural Gas
2003|414970|Massachusetts|Natural Gas
2002|404456|Massachusetts|Natural Gas
2001|364097|Massachusetts|Natural Gas
2000|357716|Massachusetts|Natural Gas
1999|361211|Massachusetts|Natural Gas
1998|367039|Massachusetts|Natural Gas
1997|411405|Massachusetts|Natural Gas
1996|386953|Massachusetts|Natural Gas
1995|391216|Massachusetts|Natural Gas
1994|381130|Massachusetts|Natural Gas
1993|350562|Massachusetts|Natural Gas
1992|344350|Massachusetts|Natural Gas
1991|283708|Massachusetts|Natural Gas
1990|273581|Massachusetts|Natural Gas
1989|260271|Massachusetts|Natural Gas
1988|216402|Massachusetts|Natural Gas
1987|231953|Massachusetts|Natural Gas
1986|188754|Massachusetts|Natural Gas
1985|221026|Massachusetts|Natural Gas
1984|208279|Massachusetts|Natural Gas
1983|185610|Massachusetts|Natural Gas
1982|181781|Massachusetts|Natural Gas
1981|165351|Massachusetts|Natural Gas
1980|169897|Massachusetts|Natural Gas
1979|157883|Massachusetts|Natural Gas
1978|161964|Massachusetts|Natural Gas
1977|161465|Massachusetts|Natural Gas
1976|157185|Massachusetts|Natural Gas
1975|154583|Massachusetts|Natural Gas
1974|156666|Massachusetts|Natural Gas
1973|157258|Massachusetts|Natural Gas
1972|162204|Massachusetts|Natural Gas
1971|158329|Massachusetts|Natural Gas
1970|149074|Massachusetts|Natural Gas
1969|138632|Massachusetts|Natural Gas
1968|133913|Massachusetts|Natural Gas
1967|129884|Massachusetts|Natural Gas
1966|117709|Massachusetts|Natural Gas
1965|115712|Massachusetts|Natural Gas
1964|108193|Massachusetts|Natural Gas
1963|99924|Massachusetts|Natural Gas
1962|92131|Massachusetts|Natural Gas
1961|84630|Massachusetts|Natural Gas
1960|80612|Massachusetts|Natural Gas
2017|908204|Michigan|Natural Gas
2016|926828|Michigan|Natural Gas
2015|871834|Michigan|Natural Gas
2014|878128|Michigan|Natural Gas
2013|831741|Michigan|Natural Gas
2012|804084|Michigan|Natural Gas
2011|787337|Michigan|Natural Gas
2010|758696|Michigan|Natural Gas
2009|750783|Michigan|Natural Gas
2008|797534|Michigan|Natural Gas
2007|814887|Michigan|Natural Gas
2006|816993|Michigan|Natural Gas
2005|927535|Michigan|Natural Gas
2004|938628|Michigan|Natural Gas
2003|950714|Michigan|Natural Gas
2002|984715|Michigan|Natural Gas
2001|924496|Michigan|Natural Gas
2000|971656|Michigan|Natural Gas
1999|947027|Michigan|Natural Gas
1998|871603|Michigan|Natural Gas
1997|987593|Michigan|Natural Gas
1996|1017096|Michigan|Natural Gas
1995|970995|Michigan|Natural Gas
1994|917002|Michigan|Natural Gas
1993|924909|Michigan|Natural Gas
1992|964201|Michigan|Natural Gas
1991|889956|Michigan|Natural Gas
1990|879335|Michigan|Natural Gas
1989|797304|Michigan|Natural Gas
1988|763254|Michigan|Natural Gas
1987|668667|Michigan|Natural Gas
1986|686621|Michigan|Natural Gas
1985|717041|Michigan|Natural Gas
1984|727492|Michigan|Natural Gas
1983|710144|Michigan|Natural Gas
1982|762073|Michigan|Natural Gas
1981|811399|Michigan|Natural Gas
1980|874651|Michigan|Natural Gas
1979|880367|Michigan|Natural Gas
1978|793936|Michigan|Natural Gas
1977|745743|Michigan|Natural Gas
1976|895140|Michigan|Natural Gas
1975|894795|Michigan|Natural Gas
1974|942595|Michigan|Natural Gas
1973|929555|Michigan|Natural Gas
1972|877742|Michigan|Natural Gas
1971|863320|Michigan|Natural Gas
1970|821261|Michigan|Natural Gas
1969|788222|Michigan|Natural Gas
1968|711046|Michigan|Natural Gas
1967|699131|Michigan|Natural Gas
1966|626782|Michigan|Natural Gas
1965|563563|Michigan|Natural Gas
1964|505780|Michigan|Natural Gas
1963|470503|Michigan|Natural Gas
1962|459179|Michigan|Natural Gas
1961|422582|Michigan|Natural Gas
